Cell,Gene,Ct,Call
D03_M5_g_18_ac,TGFB1,999,Fail
D03_M5_g_18_ac,RUNX3,999,Fail
D03_M5_g_18_ac,POLR2A,999,Fail
D03_M5_g_18_ac,IRF8,999,Fail
D03_M5_g_18_ac,IL27RA,999,Fail
D03_M5_mes_15_ac,ACTN1,999,Fail
D03_M5_mes_15_ac,CCR2,999,Fail
D03_M5_mes_15_ac,CD33,999,Fail
D03_M5_mes_15_ac,CD8A,999,Fail
D03_M5_mes_15_ac,EIF2B1,21.94145747,Pass
D03_M5_mes_15_ac,HBB_B2,999,Fail
D03_M5_mes_15_ac,IL13,999,Fail
D03_M5_mes_15_ac,IL1RL1_R,999,Fail
D03_M5_mes_15_ac,JHM1D,999,Fail
D03_M5_mes_15_ac,POU6F1,999,Fail
D03_M5_mes_15_ac,SCML4,999,Fail
D03_M5_mes_15_ac,TRIB2,999,Fail
D03_M5_mes_15_ac,AHR,21.57751542,Pass
D03_M5_mes_15_ac,CCR5,999,Fail
D03_M5_mes_15_ac,CD3E,21.30883453,Pass
D03_M5_mes_15_ac,CDH17,999,Fail
D03_M5_mes_15_ac,EPAS1,999,Fail
D03_M5_mes_15_ac,HLX,999,Fail
D03_M5_mes_15_ac,IL13RA1,999,Fail
D03_M5_mes_15_ac,IL4,999,Fail
D03_M5_mes_15_ac,KLRG1,999,Fail
D03_M5_mes_15_ac,PPARG,999,Fail
D03_M5_mes_15_ac,IL1RL1,999,Fail
D03_M5_mes_15_ac,TXK,999,Fail
D03_M5_mes_15_ac,ASB2,999,Fail
D03_M5_mes_15_ac,CCR8,22.26788337,Pass
D03_M5_mes_15_ac,CD4,999,Fail
D03_M5_mes_15_ac,CTLA4,21.0152885,Pass
D03_M5_mes_15_ac,FGF18,999,Fail
D03_M5_mes_15_ac,HPRT1,22.87958543,Pass
D03_M5_mes_15_ac,IL17A,999,Fail
D03_M5_mes_15_ac,IL4R,999,Fail
D03_M5_mes_15_ac,MSC,999,Fail
D03_M5_mes_15_ac,PRDM1,20.3834745,Pass
D03_M5_mes_15_ac,SMAD7,999,Fail
D03_M5_mes_15_ac,UBC,18.82797662,Pass
D03_M5_mes_15_ac,ATF3,999,Fail
D03_M5_mes_15_ac,KIT,999,Fail
D03_M5_mes_15_ac,CD44,999,Fail
D03_M5_mes_15_ac,CXCR3,20.47412561,Pass
D03_M5_mes_15_ac,FOXP1,19.72279264,Pass
D03_M5_mes_15_ac,ICOS,21.61231028,Pass
D03_M5_mes_15_ac,IL2,999,Fail
D03_M5_mes_15_ac,IL5,999,Fail
D03_M5_mes_15_ac,MYB,999,Fail
D03_M5_mes_15_ac,PTGIR,999,Fail
D03_M5_mes_15_ac,TBX21,999,Fail
D03_M5_mes_15_ac,VDR,999,Fail
D03_M5_mes_15_ac,IFNG,999,Fail
D03_M5_mes_15_ac,FOXP3,20.96967184,Pass
D03_M5_mes_15_ac,CXCR5,21.45862943,Pass
D03_M5_mes_15_ac,PTPRC,18.00535418,Pass
D03_M5_mes_15_ac,ITGAM,999,Fail
D03_M5_mes_15_ac,ATP5A1,19.85781007,Pass
D03_M5_mes_15_ac,VIPR1,999,Fail
D03_M5_mes_15_ac,TCF7,21.62282347,Pass
D03_M5_mes_15_ac,PTH,999,Fail
D03_M5_mes_15_ac,MYCN,999,Fail
D03_M5_mes_15_ac,IL6,999,Fail
D03_M5_mes_15_ac,IL21,999,Fail
D03_M5_mes_15_ac,IFNGR1,22.10962064,Pass
D03_M5_mes_15_ac,FSHB,999,Fail
D03_M5_mes_15_ac,CXCR6,999,Fail
D03_M5_mes_15_ac,NCAM1,999,Fail
D03_M5_mes_15_ac,ITGAX,999,Fail
D03_M5_mes_15_ac,BATF,20.94249548,Pass
D03_M5_mes_15_ac,ZBTB16,999,Fail
D03_M5_mes_15_ac,TCFEC,999,Fail
D03_M5_mes_15_ac,RORA,999,Fail
D03_M5_mes_15_ac,NCF1,999,Fail
D03_M5_mes_15_ac,IL7R,999,Fail
D03_M5_mes_15_ac,IL23R,999,Fail
D03_M5_mes_15_ac,IL10,999,Fail
D03_M5_mes_15_ac,GATA2,22.28260942,Pass
D03_M5_mes_15_ac,CYP11A1,999,Fail
D03_M5_mes_15_ac,SELL,999,Fail
D03_M5_mes_15_ac,CD19,999,Fail
D03_M5_mes_15_ac,BCL2L11,999,Fail
D03_M5_mes_15_ac,ZC3H12C,999,Fail
D03_M5_mes_15_ac,TG,999,Fail
D03_M5_mes_15_ac,RORC,999,Fail
D03_M5_mes_15_ac,PHF1,999,Fail
D03_M5_mes_15_ac,IL9,999,Fail
D03_M5_mes_15_ac,IL25R,999,Fail
D03_M5_mes_15_ac,IL12RB2,999,Fail
D03_M5_mes_15_ac,GATA3,21.30646532,Pass
D03_M5_mes_15_ac,E2F8,999,Fail
D03_M5_mes_15_ac,CD69,999,Fail
D03_M5_mes_15_ac,IL2RA,18.98426356,Pass
D03_M5_mes_15_ac,BCL2,999,Fail
D03_M5_mes_15_ac,ZFP36,20.94637883,Pass
D03_M5_mes_15_ac,TGFB1,20.74966208,Pass
D03_M5_mes_15_ac,RUNX3,999,Fail
D03_M5_mes_15_ac,POLR2A,20.98665748,Pass
D03_M5_mes_15_ac,IRF8,999,Fail
D03_M5_mes_15_ac,IL27RA,21.21332285,Pass
D03_M5_g_10_ac,ACTN1,999,Fail
D03_M5_g_10_ac,CCR2,999,Fail
D03_M5_g_10_ac,CD33,999,Fail
D03_M5_g_10_ac,CD8A,999,Fail
D03_M5_g_10_ac,EIF2B1,999,Fail
D03_M5_g_10_ac,HBB_B2,999,Fail
D03_M5_g_10_ac,IL13,999,Fail
D03_M5_g_10_ac,IL1RL1_R,999,Fail
D03_M5_g_10_ac,JHM1D,999,Fail
D03_M5_g_10_ac,POU6F1,999,Fail
D03_M5_g_10_ac,SCML4,999,Fail
D03_M5_g_10_ac,TRIB2,999,Fail
D03_M5_g_10_ac,AHR,999,Fail
D03_M5_g_10_ac,CCR5,999,Fail
D03_M5_g_10_ac,CD3E,999,Fail
D03_M5_g_10_ac,CDH17,999,Fail
D03_M5_g_10_ac,EPAS1,999,Fail
D03_M5_g_10_ac,HLX,999,Fail
D03_M5_g_10_ac,IL13RA1,999,Fail
D03_M5_g_10_ac,IL4,999,Fail
D03_M5_g_10_ac,KLRG1,999,Fail
D03_M5_g_10_ac,PPARG,999,Fail
D03_M5_g_10_ac,IL1RL1,999,Fail
D03_M5_g_10_ac,TXK,999,Fail
D03_M5_g_10_ac,ASB2,999,Fail
D03_M5_g_10_ac,CCR8,999,Fail
D03_M5_g_10_ac,CD4,999,Fail
D03_M5_g_10_ac,CTLA4,999,Fail
D03_M5_g_10_ac,FGF18,999,Fail
D03_M5_g_10_ac,HPRT1,999,Fail
D03_M5_g_10_ac,IL17A,999,Fail
D03_M5_g_10_ac,IL4R,999,Fail
D03_M5_g_10_ac,MSC,999,Fail
D03_M5_g_10_ac,PRDM1,999,Fail
D03_M5_g_10_ac,SMAD7,999,Fail
D03_M5_g_10_ac,UBC,999,Fail
D03_M5_g_10_ac,ATF3,999,Fail
D03_M5_g_10_ac,KIT,999,Fail
D03_M5_g_10_ac,CD44,999,Fail
D03_M5_g_10_ac,CXCR3,999,Fail
D03_M5_g_10_ac,FOXP1,999,Fail
D03_M5_g_10_ac,ICOS,999,Fail
D03_M5_g_10_ac,IL2,999,Fail
D03_M5_g_10_ac,IL5,999,Fail
D03_M5_g_10_ac,MYB,999,Fail
D03_M5_g_10_ac,PTGIR,999,Fail
D03_M5_g_10_ac,TBX21,999,Fail
D03_M5_g_10_ac,VDR,999,Fail
D03_M5_g_10_ac,IFNG,999,Fail
D03_M5_g_10_ac,FOXP3,999,Fail
D03_M5_g_10_ac,CXCR5,999,Fail
D03_M5_g_10_ac,PTPRC,999,Fail
D03_M5_g_10_ac,ITGAM,999,Fail
D03_M5_g_10_ac,ATP5A1,999,Fail
D03_M5_g_10_ac,VIPR1,999,Fail
D03_M5_g_10_ac,TCF7,23.89042855,Pass
D03_M5_g_10_ac,PTH,999,Fail
D03_M5_g_10_ac,MYCN,999,Fail
D03_M5_g_10_ac,IL6,999,Fail
D03_M5_g_10_ac,IL21,999,Fail
D03_M5_g_10_ac,IFNGR1,999,Fail
D03_M5_g_10_ac,FSHB,999,Fail
D03_M5_g_10_ac,CXCR6,999,Fail
D03_M5_g_10_ac,NCAM1,999,Fail
D03_M5_g_10_ac,ITGAX,999,Fail
D03_M5_g_10_ac,BATF,21.19932344,Pass
D03_M5_g_10_ac,ZBTB16,999,Fail
D03_M5_g_10_ac,TCFEC,999,Fail
D03_M5_g_10_ac,RORA,999,Fail
D03_M5_g_10_ac,NCF1,999,Fail
D03_M5_g_10_ac,IL7R,21.74554746,Pass
D03_M5_g_10_ac,IL23R,999,Fail
D03_M5_g_10_ac,IL10,999,Fail
D03_M5_g_10_ac,GATA2,22.20280648,Pass
D03_M5_g_10_ac,CYP11A1,999,Fail
D03_M5_g_10_ac,SELL,999,Fail
D03_M5_g_10_ac,CD19,999,Fail
D03_M5_g_10_ac,BCL2L11,999,Fail
D03_M5_g_10_ac,ZC3H12C,999,Fail
D03_M5_g_10_ac,TG,999,Fail
D03_M5_g_10_ac,RORC,999,Fail
D03_M5_g_10_ac,PHF1,999,Fail
D03_M5_g_10_ac,IL9,999,Fail
D03_M5_g_10_ac,IL25R,999,Fail
D03_M5_g_10_ac,IL12RB2,999,Fail
D03_M5_g_10_ac,GATA3,999,Fail
D03_M5_g_10_ac,E2F8,999,Fail
D03_M5_g_10_ac,CD69,999,Fail
D03_M5_g_10_ac,IL2RA,999,Fail
D03_M5_g_10_ac,BCL2,21.14063562,Pass
D03_M5_g_10_ac,ZFP36,999,Fail
D03_M5_g_10_ac,TGFB1,999,Fail
D03_M5_g_10_ac,RUNX3,999,Fail
D03_M5_g_10_ac,POLR2A,999,Fail
D03_M5_g_10_ac,IRF8,999,Fail
D03_M5_g_10_ac,IL27RA,999,Fail
D03_M5_mes_7_nu,ACTN1,999,Fail
D03_M5_mes_7_nu,CCR2,999,Fail
D03_M5_mes_7_nu,CD33,999,Fail
D03_M5_mes_7_nu,CD8A,999,Fail
D03_M5_mes_7_nu,EIF2B1,999,Fail
D03_M5_mes_7_nu,HBB_B2,999,Fail
D03_M5_mes_7_nu,IL13,999,Fail
D03_M5_mes_7_nu,IL1RL1_R,999,Fail
D03_M5_mes_7_nu,JHM1D,999,Fail
D03_M5_mes_7_nu,POU6F1,999,Fail
D03_M5_mes_7_nu,SCML4,999,Fail
D03_M5_mes_7_nu,TRIB2,999,Fail
D03_M5_mes_7_nu,AHR,999,Fail
D03_M5_mes_7_nu,CCR5,999,Fail
D03_M5_mes_7_nu,CD3E,999,Fail
D03_M5_mes_7_nu,CDH17,999,Fail
D03_M5_mes_7_nu,EPAS1,999,Fail
D03_M5_mes_7_nu,HLX,999,Fail
D03_M5_mes_7_nu,IL13RA1,999,Fail
D03_M5_mes_7_nu,IL4,999,Fail
D03_M5_mes_7_nu,KLRG1,999,Fail
D03_M5_mes_7_nu,PPARG,999,Fail
D03_M5_mes_7_nu,IL1RL1,999,Fail
D03_M5_mes_7_nu,TXK,999,Fail
D03_M5_mes_7_nu,ASB2,999,Fail
D03_M5_mes_7_nu,CCR8,26.03738955,Fail
D03_M5_mes_7_nu,CD4,999,Fail
D03_M5_mes_7_nu,CTLA4,999,Fail
D03_M5_mes_7_nu,FGF18,999,Fail
D03_M5_mes_7_nu,HPRT1,999,Fail
D03_M5_mes_7_nu,IL17A,999,Fail
D03_M5_mes_7_nu,IL4R,999,Fail
D03_M5_mes_7_nu,MSC,999,Fail
D03_M5_mes_7_nu,PRDM1,999,Fail
D03_M5_mes_7_nu,SMAD7,999,Fail
D03_M5_mes_7_nu,UBC,999,Fail
D03_M5_mes_7_nu,ATF3,999,Fail
D03_M5_mes_7_nu,KIT,22.03718581,Fail
D03_M5_mes_7_nu,CD44,999,Fail
D03_M5_mes_7_nu,CXCR3,999,Fail
D03_M5_mes_7_nu,FOXP1,999,Fail
D03_M5_mes_7_nu,ICOS,999,Fail
D03_M5_mes_7_nu,IL2,999,Fail
D03_M5_mes_7_nu,IL5,999,Fail
D03_M5_mes_7_nu,MYB,999,Fail
D03_M5_mes_7_nu,PTGIR,999,Fail
D03_M5_mes_7_nu,TBX21,999,Fail
D03_M5_mes_7_nu,VDR,999,Fail
D03_M5_mes_7_nu,IFNG,19.47471495,Fail
D03_M5_mes_7_nu,FOXP3,999,Fail
D03_M5_mes_7_nu,CXCR5,999,Fail
D03_M5_mes_7_nu,PTPRC,14.83555224,Fail
D03_M5_mes_7_nu,ITGAM,999,Fail
D03_M5_mes_7_nu,ATP5A1,999,Fail
D03_M5_mes_7_nu,VIPR1,999,Fail
D03_M5_mes_7_nu,TCF7,999,Fail
D03_M5_mes_7_nu,PTH,17.90037437,Fail
D03_M5_mes_7_nu,MYCN,999,Fail
D03_M5_mes_7_nu,IL6,999,Fail
D03_M5_mes_7_nu,IL21,999,Fail
D03_M5_mes_7_nu,IFNGR1,999,Fail
D03_M5_mes_7_nu,FSHB,999,Fail
D03_M5_mes_7_nu,CXCR6,999,Fail
D03_M5_mes_7_nu,NCAM1,999,Fail
D03_M5_mes_7_nu,ITGAX,999,Fail
D03_M5_mes_7_nu,BATF,999,Fail
D03_M5_mes_7_nu,ZBTB16,999,Fail
D03_M5_mes_7_nu,TCFEC,999,Fail
D03_M5_mes_7_nu,RORA,999,Fail
D03_M5_mes_7_nu,NCF1,999,Fail
D03_M5_mes_7_nu,IL7R,999,Fail
D03_M5_mes_7_nu,IL23R,999,Fail
D03_M5_mes_7_nu,IL10,999,Fail
D03_M5_mes_7_nu,GATA2,999,Fail
D03_M5_mes_7_nu,CYP11A1,999,Fail
D03_M5_mes_7_nu,SELL,999,Fail
D03_M5_mes_7_nu,CD19,999,Fail
D03_M5_mes_7_nu,BCL2L11,13.61022573,Fail
D03_M5_mes_7_nu,ZC3H12C,999,Fail
D03_M5_mes_7_nu,TG,999,Fail
D03_M5_mes_7_nu,RORC,999,Fail
D03_M5_mes_7_nu,PHF1,999,Fail
D03_M5_mes_7_nu,IL9,999,Fail
D03_M5_mes_7_nu,IL25R,999,Fail
D03_M5_mes_7_nu,IL12RB2,999,Fail
D03_M5_mes_7_nu,GATA3,999,Fail
D03_M5_mes_7_nu,E2F8,999,Fail
D03_M5_mes_7_nu,CD69,999,Fail
D03_M5_mes_7_nu,IL2RA,20.92074513,Fail
D03_M5_mes_7_nu,BCL2,999,Fail
D03_M5_mes_7_nu,ZFP36,999,Fail
D03_M5_mes_7_nu,TGFB1,999,Fail
D03_M5_mes_7_nu,RUNX3,999,Fail
D03_M5_mes_7_nu,POLR2A,999,Fail
D03_M5_mes_7_nu,IRF8,999,Fail
D03_M5_mes_7_nu,IL27RA,999,Fail
D03_M5_g_2_nu,ACTN1,999,Fail
D03_M5_g_2_nu,CCR2,999,Fail
D03_M5_g_2_nu,CD33,999,Fail
D03_M5_g_2_nu,CD8A,999,Fail
D03_M5_g_2_nu,EIF2B1,999,Fail
D03_M5_g_2_nu,HBB_B2,999,Fail
D03_M5_g_2_nu,IL13,999,Fail
D03_M5_g_2_nu,IL1RL1_R,999,Fail
D03_M5_g_2_nu,JHM1D,999,Fail
D03_M5_g_2_nu,POU6F1,999,Fail
D03_M5_g_2_nu,SCML4,999,Fail
D03_M5_g_2_nu,TRIB2,999,Fail
D03_M5_g_2_nu,AHR,999,Fail
D03_M5_g_2_nu,CCR5,999,Fail
D03_M5_g_2_nu,CD3E,999,Fail
D03_M5_g_2_nu,CDH17,999,Fail
D03_M5_g_2_nu,EPAS1,999,Fail
D03_M5_g_2_nu,HLX,999,Fail
D03_M5_g_2_nu,IL13RA1,999,Fail
D03_M5_g_2_nu,IL4,999,Fail
D03_M5_g_2_nu,KLRG1,999,Fail
D03_M5_g_2_nu,PPARG,999,Fail
D03_M5_g_2_nu,IL1RL1,999,Fail
D03_M5_g_2_nu,TXK,999,Fail
D03_M5_g_2_nu,ASB2,999,Fail
D03_M5_g_2_nu,CCR8,999,Fail
D03_M5_g_2_nu,CD4,999,Fail
D03_M5_g_2_nu,CTLA4,999,Fail
D03_M5_g_2_nu,FGF18,999,Fail
D03_M5_g_2_nu,HPRT1,999,Fail
D03_M5_g_2_nu,IL17A,999,Fail
D03_M5_g_2_nu,IL4R,999,Fail
D03_M5_g_2_nu,MSC,999,Fail
D03_M5_g_2_nu,PRDM1,999,Fail
D03_M5_g_2_nu,SMAD7,999,Fail
D03_M5_g_2_nu,UBC,999,Fail
D03_M5_g_2_nu,ATF3,999,Fail
D03_M5_g_2_nu,KIT,999,Fail
D03_M5_g_2_nu,CD44,999,Fail
D03_M5_g_2_nu,CXCR3,999,Fail
D03_M5_g_2_nu,FOXP1,999,Fail
D03_M5_g_2_nu,ICOS,999,Fail
D03_M5_g_2_nu,IL2,999,Fail
D03_M5_g_2_nu,IL5,999,Fail
D03_M5_g_2_nu,MYB,999,Fail
D03_M5_g_2_nu,PTGIR,999,Fail
D03_M5_g_2_nu,TBX21,999,Fail
D03_M5_g_2_nu,VDR,999,Fail
D03_M5_g_2_nu,IFNG,999,Fail
D03_M5_g_2_nu,FOXP3,999,Fail
D03_M5_g_2_nu,CXCR5,999,Fail
D03_M5_g_2_nu,PTPRC,999,Fail
D03_M5_g_2_nu,ITGAM,999,Fail
D03_M5_g_2_nu,ATP5A1,999,Fail
D03_M5_g_2_nu,VIPR1,999,Fail
D03_M5_g_2_nu,TCF7,999,Fail
D03_M5_g_2_nu,PTH,999,Fail
D03_M5_g_2_nu,MYCN,999,Fail
D03_M5_g_2_nu,IL6,999,Fail
D03_M5_g_2_nu,IL21,999,Fail
D03_M5_g_2_nu,IFNGR1,999,Fail
D03_M5_g_2_nu,FSHB,999,Fail
D03_M5_g_2_nu,CXCR6,999,Fail
D03_M5_g_2_nu,NCAM1,999,Fail
D03_M5_g_2_nu,ITGAX,999,Fail
D03_M5_g_2_nu,BATF,999,Fail
D03_M5_g_2_nu,ZBTB16,999,Fail
D03_M5_g_2_nu,TCFEC,999,Fail
D03_M5_g_2_nu,RORA,999,Fail
D03_M5_g_2_nu,NCF1,999,Fail
D03_M5_g_2_nu,IL7R,999,Fail
D03_M5_g_2_nu,IL23R,999,Fail
D03_M5_g_2_nu,IL10,999,Fail
D03_M5_g_2_nu,GATA2,20.43317537,Pass
D03_M5_g_2_nu,CYP11A1,999,Fail
D03_M5_g_2_nu,SELL,999,Fail
D03_M5_g_2_nu,CD19,999,Fail
D03_M5_g_2_nu,BCL2L11,999,Fail
D03_M5_g_2_nu,ZC3H12C,999,Fail
D03_M5_g_2_nu,TG,999,Fail
D03_M5_g_2_nu,RORC,999,Fail
D03_M5_g_2_nu,PHF1,999,Fail
D03_M5_g_2_nu,IL9,999,Fail
D03_M5_g_2_nu,IL25R,999,Fail
D03_M5_g_2_nu,IL12RB2,999,Fail
D03_M5_g_2_nu,GATA3,999,Fail
D03_M5_g_2_nu,E2F8,999,Fail
D03_M5_g_2_nu,CD69,999,Fail
D03_M5_g_2_nu,IL2RA,999,Fail
D03_M5_g_2_nu,BCL2,999,Fail
D03_M5_g_2_nu,ZFP36,999,Fail
D03_M5_g_2_nu,TGFB1,999,Fail
D03_M5_g_2_nu,RUNX3,999,Fail
D03_M5_g_2_nu,POLR2A,999,Fail
D03_M5_g_2_nu,IRF8,999,Fail
D03_M5_g_2_nu,IL27RA,999,Fail
D03_M5_l_23_ac,ACTN1,18.75069583,Pass
D03_M5_l_23_ac,CCR2,999,Fail
D03_M5_l_23_ac,CD33,999,Fail
D03_M5_l_23_ac,CD8A,999,Fail
D03_M5_l_23_ac,EIF2B1,999,Fail
D03_M5_l_23_ac,HBB_B2,999,Fail
D03_M5_l_23_ac,IL13,999,Fail
D03_M5_l_23_ac,IL1RL1_R,999,Fail
D03_M5_l_23_ac,JHM1D,999,Fail
D03_M5_l_23_ac,POU6F1,22.51007753,Pass
D03_M5_l_23_ac,SCML4,22.30660935,Pass
D03_M5_l_23_ac,TRIB2,999,Fail
D03_M5_l_23_ac,AHR,999,Fail
D03_M5_l_23_ac,CCR5,999,Fail
D03_M5_l_23_ac,CD3E,19.41446379,Pass
D03_M5_l_23_ac,CDH17,999,Fail
D03_M5_l_23_ac,EPAS1,999,Fail
D03_M5_l_23_ac,HLX,999,Fail
D03_M5_l_23_ac,IL13RA1,999,Fail
D03_M5_l_23_ac,IL4,999,Fail
D03_M5_l_23_ac,KLRG1,999,Fail
D03_M5_l_23_ac,PPARG,999,Fail
D03_M5_l_23_ac,IL1RL1,999,Fail
D03_M5_l_23_ac,TXK,999,Fail
D03_M5_l_23_ac,ASB2,999,Fail
D03_M5_l_23_ac,CCR8,999,Fail
D03_M5_l_23_ac,CD4,21.20091721,Pass
D03_M5_l_23_ac,CTLA4,999,Fail
D03_M5_l_23_ac,FGF18,999,Fail
D03_M5_l_23_ac,HPRT1,21.77807994,Pass
D03_M5_l_23_ac,IL17A,999,Fail
D03_M5_l_23_ac,IL4R,999,Fail
D03_M5_l_23_ac,MSC,999,Fail
D03_M5_l_23_ac,PRDM1,999,Fail
D03_M5_l_23_ac,SMAD7,21.27745945,Pass
D03_M5_l_23_ac,UBC,19.46495853,Pass
D03_M5_l_23_ac,ATF3,999,Fail
D03_M5_l_23_ac,KIT,999,Fail
D03_M5_l_23_ac,CD44,999,Fail
D03_M5_l_23_ac,CXCR3,999,Fail
D03_M5_l_23_ac,FOXP1,24.75819456,Pass
D03_M5_l_23_ac,ICOS,999,Fail
D03_M5_l_23_ac,IL2,999,Fail
D03_M5_l_23_ac,IL5,999,Fail
D03_M5_l_23_ac,MYB,999,Fail
D03_M5_l_23_ac,PTGIR,999,Fail
D03_M5_l_23_ac,TBX21,999,Fail
D03_M5_l_23_ac,VDR,999,Fail
D03_M5_l_23_ac,IFNG,999,Fail
D03_M5_l_23_ac,FOXP3,999,Fail
D03_M5_l_23_ac,CXCR5,999,Fail
D03_M5_l_23_ac,PTPRC,15.47193344,Pass
D03_M5_l_23_ac,ITGAM,999,Fail
D03_M5_l_23_ac,ATP5A1,999,Fail
D03_M5_l_23_ac,VIPR1,999,Fail
D03_M5_l_23_ac,TCF7,18.99645273,Pass
D03_M5_l_23_ac,PTH,999,Fail
D03_M5_l_23_ac,MYCN,999,Fail
D03_M5_l_23_ac,IL6,999,Fail
D03_M5_l_23_ac,IL21,999,Fail
D03_M5_l_23_ac,IFNGR1,21.72822108,Pass
D03_M5_l_23_ac,FSHB,999,Fail
D03_M5_l_23_ac,CXCR6,999,Fail
D03_M5_l_23_ac,NCAM1,999,Fail
D03_M5_l_23_ac,ITGAX,999,Fail
D03_M5_l_23_ac,BATF,999,Fail
D03_M5_l_23_ac,ZBTB16,999,Fail
D03_M5_l_23_ac,TCFEC,999,Fail
D03_M5_l_23_ac,RORA,999,Fail
D03_M5_l_23_ac,NCF1,999,Fail
D03_M5_l_23_ac,IL7R,999,Fail
D03_M5_l_23_ac,IL23R,999,Fail
D03_M5_l_23_ac,IL10,999,Fail
D03_M5_l_23_ac,GATA2,999,Fail
D03_M5_l_23_ac,CYP11A1,999,Fail
D03_M5_l_23_ac,SELL,17.37287524,Pass
D03_M5_l_23_ac,CD19,999,Fail
D03_M5_l_23_ac,BCL2L11,999,Fail
D03_M5_l_23_ac,ZC3H12C,999,Fail
D03_M5_l_23_ac,TG,999,Fail
D03_M5_l_23_ac,RORC,999,Fail
D03_M5_l_23_ac,PHF1,999,Fail
D03_M5_l_23_ac,IL9,999,Fail
D03_M5_l_23_ac,IL25R,999,Fail
D03_M5_l_23_ac,IL12RB2,999,Fail
D03_M5_l_23_ac,GATA3,21.16814495,Pass
D03_M5_l_23_ac,E2F8,999,Fail
D03_M5_l_23_ac,CD69,999,Fail
D03_M5_l_23_ac,IL2RA,999,Fail
D03_M5_l_23_ac,BCL2,999,Fail
D03_M5_l_23_ac,ZFP36,17.59417697,Pass
D03_M5_l_23_ac,TGFB1,21.06251419,Pass
D03_M5_l_23_ac,RUNX3,999,Fail
D03_M5_l_23_ac,POLR2A,22.60697941,Pass
D03_M5_l_23_ac,IRF8,999,Fail
D03_M5_l_23_ac,IL27RA,20.17430793,Pass
D03_M5_med_18_ac,ACTN1,999,Fail
D03_M5_med_18_ac,CCR2,999,Fail
D03_M5_med_18_ac,CD33,999,Fail
D03_M5_med_18_ac,CD8A,999,Fail
D03_M5_med_18_ac,EIF2B1,999,Fail
D03_M5_med_18_ac,HBB_B2,999,Fail
D03_M5_med_18_ac,IL13,999,Fail
D03_M5_med_18_ac,IL1RL1_R,999,Fail
D03_M5_med_18_ac,JHM1D,999,Fail
D03_M5_med_18_ac,POU6F1,999,Fail
D03_M5_med_18_ac,SCML4,999,Fail
D03_M5_med_18_ac,TRIB2,999,Fail
D03_M5_med_18_ac,AHR,999,Fail
D03_M5_med_18_ac,CCR5,999,Fail
D03_M5_med_18_ac,CD3E,999,Fail
D03_M5_med_18_ac,CDH17,999,Fail
D03_M5_med_18_ac,EPAS1,999,Fail
D03_M5_med_18_ac,HLX,999,Fail
D03_M5_med_18_ac,IL13RA1,999,Fail
D03_M5_med_18_ac,IL4,999,Fail
D03_M5_med_18_ac,KLRG1,999,Fail
D03_M5_med_18_ac,PPARG,999,Fail
D03_M5_med_18_ac,IL1RL1,999,Fail
D03_M5_med_18_ac,TXK,999,Fail
D03_M5_med_18_ac,ASB2,999,Fail
D03_M5_med_18_ac,CCR8,999,Fail
D03_M5_med_18_ac,CD4,999,Fail
D03_M5_med_18_ac,CTLA4,999,Fail
D03_M5_med_18_ac,FGF18,999,Fail
D03_M5_med_18_ac,HPRT1,999,Fail
D03_M5_med_18_ac,IL17A,999,Fail
D03_M5_med_18_ac,IL4R,999,Fail
D03_M5_med_18_ac,MSC,999,Fail
D03_M5_med_18_ac,PRDM1,999,Fail
D03_M5_med_18_ac,SMAD7,999,Fail
D03_M5_med_18_ac,UBC,21.708503,Pass
D03_M5_med_18_ac,ATF3,999,Fail
D03_M5_med_18_ac,KIT,999,Fail
D03_M5_med_18_ac,CD44,999,Fail
D03_M5_med_18_ac,CXCR3,999,Fail
D03_M5_med_18_ac,FOXP1,999,Fail
D03_M5_med_18_ac,ICOS,999,Fail
D03_M5_med_18_ac,IL2,999,Fail
D03_M5_med_18_ac,IL5,999,Fail
D03_M5_med_18_ac,MYB,999,Fail
D03_M5_med_18_ac,PTGIR,999,Fail
D03_M5_med_18_ac,TBX21,999,Fail
D03_M5_med_18_ac,VDR,999,Fail
D03_M5_med_18_ac,IFNG,999,Fail
D03_M5_med_18_ac,FOXP3,21.04358182,Pass
D03_M5_med_18_ac,CXCR5,999,Fail
D03_M5_med_18_ac,PTPRC,999,Fail
D03_M5_med_18_ac,ITGAM,999,Fail
D03_M5_med_18_ac,ATP5A1,999,Fail
D03_M5_med_18_ac,VIPR1,999,Fail
D03_M5_med_18_ac,TCF7,999,Fail
D03_M5_med_18_ac,PTH,999,Fail
D03_M5_med_18_ac,MYCN,999,Fail
D03_M5_med_18_ac,IL6,999,Fail
D03_M5_med_18_ac,IL21,999,Fail
D03_M5_med_18_ac,IFNGR1,999,Fail
D03_M5_med_18_ac,FSHB,999,Fail
D03_M5_med_18_ac,CXCR6,999,Fail
D03_M5_med_18_ac,NCAM1,999,Fail
D03_M5_med_18_ac,ITGAX,999,Fail
D03_M5_med_18_ac,BATF,999,Fail
D03_M5_med_18_ac,ZBTB16,999,Fail
D03_M5_med_18_ac,TCFEC,999,Fail
D03_M5_med_18_ac,RORA,999,Fail
D03_M5_med_18_ac,NCF1,999,Fail
D03_M5_med_18_ac,IL7R,999,Fail
D03_M5_med_18_ac,IL23R,999,Fail
D03_M5_med_18_ac,IL10,999,Fail
