Cell,Gene,Ct,Call
D05_M8_l_30_nu,IL9,999,Fail
D05_M8_l_30_nu,IL25R,999,Fail
D05_M8_l_30_nu,GATA3,999,Fail
D05_M8_l_30_nu,IL27RA,999,Fail
D05_M8_l_30_nu,E2F8,999,Fail
D05_M8_l_30_nu,CD19,999,Fail
D05_M8_l_30_nu,IL2RA,999,Fail
D05_M8_l_30_nu,BCL2,999,Fail
D05_M8_l_30_nu,ZFP36,999,Fail
D05_M8_l_30_nu,TGFB1,999,Fail
D05_M8_l_30_nu,RUNX3,999,Fail
D05_M8_l_30_nu,POLR2A,999,Fail
D05_M8_l_30_nu,IRF8,999,Fail
D05_M8_l_30_nu,IL12RB2,999,Fail
D05_M8_med_25_nu,ACTN1,999,Fail
D05_M8_med_25_nu,CCR2,18.09870168,Pass
D05_M8_med_25_nu,CD33,999,Fail
D05_M8_med_25_nu,CD8A,999,Fail
D05_M8_med_25_nu,EIF2B1,999,Fail
D05_M8_med_25_nu,HBB_B2,999,Fail
D05_M8_med_25_nu,IL13,999,Fail
D05_M8_med_25_nu,IL1RL1_R,21.89807944,Pass
D05_M8_med_25_nu,JHM1D,999,Fail
D05_M8_med_25_nu,POU6F1,19.92572294,Pass
D05_M8_med_25_nu,SCML4,20.71093286,Pass
D05_M8_med_25_nu,TRIB2,999,Fail
D05_M8_med_25_nu,AHR,999,Fail
D05_M8_med_25_nu,CCR5,999,Fail
D05_M8_med_25_nu,CD3E,17.32069423,Pass
D05_M8_med_25_nu,CDH17,999,Fail
D05_M8_med_25_nu,EPAS1,17.67417392,Pass
D05_M8_med_25_nu,HLX,999,Fail
D05_M8_med_25_nu,IL13RA1,999,Fail
D05_M8_med_25_nu,IL4,999,Fail
D05_M8_med_25_nu,KLRG1,999,Fail
D05_M8_med_25_nu,PPARG,999,Fail
D05_M8_med_25_nu,IL1RL1,21.64050702,Pass
D05_M8_med_25_nu,TXK,20.54492196,Pass
D05_M8_med_25_nu,ASB2,999,Fail
D05_M8_med_25_nu,CCR8,999,Fail
D05_M8_med_25_nu,CD4,999,Fail
D05_M8_med_25_nu,CTLA4,999,Fail
D05_M8_med_25_nu,FGF18,999,Fail
D05_M8_med_25_nu,HPRT1,999,Fail
D05_M8_med_25_nu,IL17A,999,Fail
D05_M8_med_25_nu,IL4R,26.47176015,Fail
D05_M8_med_25_nu,MSC,999,Fail
D05_M8_med_25_nu,PRDM1,999,Fail
D05_M8_med_25_nu,SMAD7,18.97134948,Pass
D05_M8_med_25_nu,UBC,16.84165416,Pass
D05_M8_med_25_nu,ATF3,17.4754082,Pass
D05_M8_med_25_nu,KIT,999,Fail
D05_M8_med_25_nu,CD44,19.26095021,Pass
D05_M8_med_25_nu,CXCR3,36.85944303,Pass
D05_M8_med_25_nu,FOXP1,999,Fail
D05_M8_med_25_nu,ICOS,17.55507517,Pass
D05_M8_med_25_nu,IL2,999,Fail
D05_M8_med_25_nu,IL5,999,Fail
D05_M8_med_25_nu,MYB,999,Fail
D05_M8_med_25_nu,PTGIR,999,Fail
D05_M8_med_25_nu,TBX21,999,Fail
D05_M8_med_25_nu,VDR,17.8453722,Pass
D05_M8_med_25_nu,IFNG,999,Fail
D05_M8_med_25_nu,FOXP3,999,Fail
D05_M8_med_25_nu,CXCR5,999,Fail
D05_M8_med_25_nu,PTPRC,17.7566825,Pass
D05_M8_med_25_nu,ITGAM,999,Fail
D05_M8_med_25_nu,ATP5A1,999,Fail
D05_M8_med_25_nu,VIPR1,999,Fail
D05_M8_med_25_nu,TCF7,19.93837234,Fail
D05_M8_med_25_nu,PTH,999,Fail
D05_M8_med_25_nu,MYCN,999,Fail
D05_M8_med_25_nu,IL6,999,Fail
D05_M8_med_25_nu,IL21,999,Fail
D05_M8_med_25_nu,IFNGR1,16.61855564,Pass
D05_M8_med_25_nu,FSHB,999,Fail
D05_M8_med_25_nu,CXCR6,17.31557525,Pass
D05_M8_med_25_nu,NCAM1,999,Fail
D05_M8_med_25_nu,SELL,999,Fail
D05_M8_med_25_nu,ITGAX,999,Fail
D05_M8_med_25_nu,ZBTB16,17.37811084,Pass
D05_M8_med_25_nu,TCFEC,999,Fail
D05_M8_med_25_nu,RORA,18.4611083,Pass
D05_M8_med_25_nu,NCF1,999,Fail
D05_M8_med_25_nu,IL7R,14.90325618,Pass
D05_M8_med_25_nu,IL23R,17.69842045,Pass
D05_M8_med_25_nu,IL10,999,Fail
D05_M8_med_25_nu,CD69,20.59178294,Pass
D05_M8_med_25_nu,GATA2,999,Fail
D05_M8_med_25_nu,CYP11A1,999,Fail
D05_M8_med_25_nu,BATF,19.33179901,Pass
D05_M8_med_25_nu,BCL2L11,999,Fail
D05_M8_med_25_nu,ZC3H12C,999,Fail
D05_M8_med_25_nu,TG,999,Fail
D05_M8_med_25_nu,RORC,18.71091014,Pass
D05_M8_med_25_nu,PHF1,999,Fail
D05_M8_med_25_nu,IL9,999,Fail
D05_M8_med_25_nu,IL25R,999,Fail
D05_M8_med_25_nu,GATA3,16.06008081,Pass
D05_M8_med_25_nu,IL27RA,999,Fail
D05_M8_med_25_nu,E2F8,999,Fail
D05_M8_med_25_nu,CD19,999,Fail
D05_M8_med_25_nu,IL2RA,17.29125672,Pass
D05_M8_med_25_nu,BCL2,999,Fail
D05_M8_med_25_nu,ZFP36,14.75793236,Pass
D05_M8_med_25_nu,TGFB1,18.22209984,Pass
D05_M8_med_25_nu,RUNX3,999,Fail
D05_M8_med_25_nu,POLR2A,999,Fail
D05_M8_med_25_nu,IRF8,999,Fail
D05_M8_med_25_nu,IL12RB2,999,Fail
0-91,ACTN1,999,Fail
0-91,CCR2,999,Fail
0-91,CD33,999,Fail
0-91,CD8A,999,Fail
0-91,EIF2B1,999,Fail
0-91,HBB_B2,999,Fail
0-91,IL13,999,Fail
0-91,IL1RL1_R,999,Fail
0-91,JHM1D,999,Fail
0-91,POU6F1,999,Fail
0-91,SCML4,999,Fail
0-91,TRIB2,999,Fail
0-91,AHR,999,Fail
0-91,CCR5,999,Fail
0-91,CD3E,999,Fail
0-91,CDH17,999,Fail
0-91,EPAS1,999,Fail
0-91,HLX,999,Fail
0-91,IL13RA1,999,Fail
0-91,IL4,999,Fail
0-91,KLRG1,999,Fail
0-91,PPARG,999,Fail
0-91,IL1RL1,999,Fail
0-91,TXK,999,Fail
0-91,ASB2,999,Fail
0-91,CCR8,999,Fail
0-91,CD4,999,Fail
0-91,CTLA4,999,Fail
0-91,FGF18,999,Fail
0-91,HPRT1,999,Fail
0-91,IL17A,999,Fail
0-91,IL4R,999,Fail
0-91,MSC,999,Fail
0-91,PRDM1,999,Fail
0-91,SMAD7,999,Fail
0-91,UBC,999,Fail
0-91,ATF3,999,Fail
0-91,KIT,999,Fail
0-91,CD44,999,Fail
0-91,CXCR3,999,Fail
0-91,FOXP1,999,Fail
0-91,ICOS,999,Fail
0-91,IL2,999,Fail
0-91,IL5,999,Fail
0-91,MYB,999,Fail
0-91,PTGIR,999,Fail
0-91,TBX21,999,Fail
0-91,VDR,18.9361882,Pass
0-91,IFNG,999,Fail
0-91,FOXP3,999,Fail
0-91,CXCR5,32.22833073,Fail
0-91,PTPRC,999,Fail
0-91,ITGAM,999,Fail
0-91,ATP5A1,999,Fail
0-91,VIPR1,999,Fail
0-91,TCF7,999,Fail
0-91,PTH,999,Fail
0-91,MYCN,999,Fail
0-91,IL6,999,Fail
0-91,IL21,999,Fail
0-91,IFNGR1,999,Fail
0-91,FSHB,999,Fail
0-91,CXCR6,999,Fail
0-91,NCAM1,999,Fail
0-91,SELL,999,Fail
0-91,ITGAX,999,Fail
0-91,ZBTB16,999,Fail
0-91,TCFEC,999,Fail
0-91,RORA,999,Fail
0-91,NCF1,999,Fail
0-91,IL7R,999,Fail
0-91,IL23R,999,Fail
0-91,IL10,999,Fail
0-91,CD69,999,Fail
0-91,GATA2,16.97609968,Pass
0-91,CYP11A1,999,Fail
0-91,BATF,999,Fail
0-91,BCL2L11,999,Fail
0-91,ZC3H12C,999,Fail
0-91,TG,999,Fail
0-91,RORC,999,Fail
0-91,PHF1,999,Fail
0-91,IL9,999,Fail
0-91,IL25R,999,Fail
0-91,GATA3,999,Fail
0-91,IL27RA,999,Fail
0-91,E2F8,999,Fail
0-91,CD19,999,Fail
0-91,IL2RA,999,Fail
0-91,BCL2,999,Fail
0-91,ZFP36,999,Fail
0-91,TGFB1,999,Fail
0-91,RUNX3,999,Fail
0-91,POLR2A,999,Fail
0-91,IRF8,999,Fail
0-91,IL12RB2,999,Fail
D05_M8_mes_42_ac,ACTN1,999,Fail
D05_M8_mes_42_ac,CCR2,999,Fail
D05_M8_mes_42_ac,CD33,999,Fail
D05_M8_mes_42_ac,CD8A,999,Fail
D05_M8_mes_42_ac,EIF2B1,999,Fail
D05_M8_mes_42_ac,HBB_B2,999,Fail
D05_M8_mes_42_ac,IL13,999,Fail
D05_M8_mes_42_ac,IL1RL1_R,24.96963358,Pass
D05_M8_mes_42_ac,JHM1D,999,Fail
D05_M8_mes_42_ac,POU6F1,999,Fail
D05_M8_mes_42_ac,SCML4,999,Fail
D05_M8_mes_42_ac,TRIB2,28.45486052,Pass
D05_M8_mes_42_ac,AHR,999,Fail
D05_M8_mes_42_ac,CCR5,999,Fail
D05_M8_mes_42_ac,CD3E,18.62741386,Pass
D05_M8_mes_42_ac,CDH17,999,Fail
D05_M8_mes_42_ac,EPAS1,999,Fail
D05_M8_mes_42_ac,HLX,999,Fail
D05_M8_mes_42_ac,IL13RA1,999,Fail
D05_M8_mes_42_ac,IL4,999,Fail
D05_M8_mes_42_ac,KLRG1,999,Fail
D05_M8_mes_42_ac,PPARG,999,Fail
D05_M8_mes_42_ac,IL1RL1,24.12457111,Pass
D05_M8_mes_42_ac,TXK,999,Fail
D05_M8_mes_42_ac,ASB2,999,Fail
D05_M8_mes_42_ac,CCR8,999,Fail
D05_M8_mes_42_ac,CD4,999,Fail
D05_M8_mes_42_ac,CTLA4,999,Fail
D05_M8_mes_42_ac,FGF18,999,Fail
D05_M8_mes_42_ac,HPRT1,999,Fail
D05_M8_mes_42_ac,IL17A,999,Fail
D05_M8_mes_42_ac,IL4R,999,Fail
D05_M8_mes_42_ac,MSC,999,Fail
D05_M8_mes_42_ac,PRDM1,999,Fail
D05_M8_mes_42_ac,SMAD7,999,Fail
D05_M8_mes_42_ac,UBC,17.33846329,Pass
D05_M8_mes_42_ac,ATF3,999,Fail
D05_M8_mes_42_ac,KIT,999,Fail
D05_M8_mes_42_ac,CD44,999,Fail
D05_M8_mes_42_ac,CXCR3,37.3448357,Fail
D05_M8_mes_42_ac,FOXP1,18.55353632,Pass
D05_M8_mes_42_ac,ICOS,999,Fail
D05_M8_mes_42_ac,IL2,999,Fail
D05_M8_mes_42_ac,IL5,999,Fail
D05_M8_mes_42_ac,MYB,999,Fail
D05_M8_mes_42_ac,PTGIR,999,Fail
D05_M8_mes_42_ac,TBX21,999,Fail
D05_M8_mes_42_ac,VDR,19.19421435,Pass
D05_M8_mes_42_ac,IFNG,999,Fail
D05_M8_mes_42_ac,FOXP3,23.01604864,Pass
D05_M8_mes_42_ac,CXCR5,999,Fail
D05_M8_mes_42_ac,PTPRC,17.24609508,Pass
D05_M8_mes_42_ac,ITGAM,999,Fail
D05_M8_mes_42_ac,ATP5A1,18.78192007,Pass
D05_M8_mes_42_ac,VIPR1,999,Fail
D05_M8_mes_42_ac,TCF7,19.57861049,Fail
D05_M8_mes_42_ac,PTH,999,Fail
D05_M8_mes_42_ac,MYCN,999,Fail
D05_M8_mes_42_ac,IL6,999,Fail
D05_M8_mes_42_ac,IL21,999,Fail
D05_M8_mes_42_ac,IFNGR1,999,Fail
D05_M8_mes_42_ac,FSHB,999,Fail
D05_M8_mes_42_ac,CXCR6,999,Fail
D05_M8_mes_42_ac,NCAM1,999,Fail
D05_M8_mes_42_ac,SELL,20.05020408,Pass
D05_M8_mes_42_ac,ITGAX,999,Fail
D05_M8_mes_42_ac,ZBTB16,999,Fail
D05_M8_mes_42_ac,TCFEC,999,Fail
D05_M8_mes_42_ac,RORA,999,Fail
D05_M8_mes_42_ac,NCF1,999,Fail
D05_M8_mes_42_ac,IL7R,19.99015503,Pass
D05_M8_mes_42_ac,IL23R,999,Fail
D05_M8_mes_42_ac,IL10,999,Fail
D05_M8_mes_42_ac,CD69,999,Fail
D05_M8_mes_42_ac,GATA2,999,Fail
D05_M8_mes_42_ac,CYP11A1,999,Fail
D05_M8_mes_42_ac,BATF,999,Fail
D05_M8_mes_42_ac,BCL2L11,19.09664409,Pass
D05_M8_mes_42_ac,ZC3H12C,999,Fail
D05_M8_mes_42_ac,TG,999,Fail
D05_M8_mes_42_ac,RORC,999,Fail
D05_M8_mes_42_ac,PHF1,999,Fail
D05_M8_mes_42_ac,IL9,999,Fail
D05_M8_mes_42_ac,IL25R,999,Fail
D05_M8_mes_42_ac,GATA3,17.36053187,Pass
D05_M8_mes_42_ac,IL27RA,19.25372288,Pass
D05_M8_mes_42_ac,E2F8,999,Fail
D05_M8_mes_42_ac,CD19,999,Fail
D05_M8_mes_42_ac,IL2RA,20.23174514,Pass
D05_M8_mes_42_ac,BCL2,999,Fail
D05_M8_mes_42_ac,ZFP36,16.32041235,Pass
D05_M8_mes_42_ac,TGFB1,15.72018767,Pass
D05_M8_mes_42_ac,RUNX3,18.63826931,Pass
D05_M8_mes_42_ac,POLR2A,17.69188547,Pass
D05_M8_mes_42_ac,IRF8,999,Fail
D05_M8_mes_42_ac,IL12RB2,999,Fail
0-83,ACTN1,999,Fail
0-83,CCR2,999,Fail
0-83,CD33,999,Fail
0-83,CD8A,999,Fail
0-83,EIF2B1,999,Fail
0-83,HBB_B2,999,Fail
0-83,IL13,999,Fail
0-83,IL1RL1_R,999,Fail
0-83,JHM1D,999,Fail
0-83,POU6F1,999,Fail
0-83,SCML4,999,Fail
0-83,TRIB2,999,Fail
0-83,AHR,999,Fail
0-83,CCR5,999,Fail
0-83,CD3E,999,Fail
0-83,CDH17,999,Fail
0-83,EPAS1,999,Fail
0-83,HLX,999,Fail
0-83,IL13RA1,999,Fail
0-83,IL4,999,Fail
0-83,KLRG1,999,Fail
0-83,PPARG,999,Fail
0-83,IL1RL1,999,Fail
0-83,TXK,999,Fail
0-83,ASB2,999,Fail
0-83,CCR8,999,Fail
0-83,CD4,999,Fail
0-83,CTLA4,999,Fail
0-83,FGF18,999,Fail
0-83,HPRT1,999,Fail
0-83,IL17A,999,Fail
0-83,IL4R,999,Fail
0-83,MSC,999,Fail
0-83,PRDM1,999,Fail
0-83,SMAD7,999,Fail
0-83,UBC,999,Fail
0-83,ATF3,999,Fail
0-83,KIT,999,Fail
0-83,CD44,999,Fail
0-83,CXCR3,999,Fail
0-83,FOXP1,999,Fail
0-83,ICOS,999,Fail
0-83,IL2,999,Fail
0-83,IL5,999,Fail
0-83,MYB,999,Fail
0-83,PTGIR,999,Fail
0-83,TBX21,999,Fail
0-83,VDR,999,Fail
0-83,IFNG,999,Fail
0-83,FOXP3,999,Fail
0-83,CXCR5,999,Fail
0-83,PTPRC,999,Fail
0-83,ITGAM,999,Fail
0-83,ATP5A1,999,Fail
0-83,VIPR1,999,Fail
0-83,TCF7,999,Fail
0-83,PTH,999,Fail
0-83,MYCN,999,Fail
0-83,IL6,999,Fail
0-83,IL21,999,Fail
0-83,IFNGR1,999,Fail
0-83,FSHB,999,Fail
0-83,CXCR6,999,Fail
0-83,NCAM1,999,Fail
0-83,SELL,999,Fail
0-83,ITGAX,999,Fail
0-83,ZBTB16,999,Fail
0-83,TCFEC,999,Fail
0-83,RORA,999,Fail
0-83,NCF1,999,Fail
0-83,IL7R,999,Fail
0-83,IL23R,999,Fail
0-83,IL10,999,Fail
0-83,CD69,999,Fail
0-83,GATA2,16.53546699,Pass
0-83,CYP11A1,999,Fail
0-83,BATF,999,Fail
0-83,BCL2L11,999,Fail
0-83,ZC3H12C,999,Fail
0-83,TG,999,Fail
0-83,RORC,999,Fail
0-83,PHF1,999,Fail
0-83,IL9,999,Fail
0-83,IL25R,999,Fail
0-83,GATA3,999,Fail
0-83,IL27RA,999,Fail
0-83,E2F8,999,Fail
0-83,CD19,999,Fail
0-83,IL2RA,999,Fail
0-83,BCL2,999,Fail
0-83,ZFP36,999,Fail
0-83,TGFB1,999,Fail
0-83,RUNX3,999,Fail
0-83,POLR2A,999,Fail
0-83,IRF8,999,Fail
0-83,IL12RB2,999,Fail
D05_M8_mes_34_nv,ACTN1,999,Fail
D05_M8_mes_34_nv,CCR2,999,Fail
D05_M8_mes_34_nv,CD33,999,Fail
D05_M8_mes_34_nv,CD8A,999,Fail
D05_M8_mes_34_nv,EIF2B1,999,Fail
D05_M8_mes_34_nv,HBB_B2,999,Fail
D05_M8_mes_34_nv,IL13,999,Fail
D05_M8_mes_34_nv,IL1RL1_R,999,Fail
D05_M8_mes_34_nv,JHM1D,21.44134822,Pass
D05_M8_mes_34_nv,POU6F1,19.17097705,Pass
D05_M8_mes_34_nv,SCML4,999,Fail
D05_M8_mes_34_nv,TRIB2,999,Fail
D05_M8_mes_34_nv,AHR,999,Fail
D05_M8_mes_34_nv,CCR5,999,Fail
D05_M8_mes_34_nv,CD3E,17.74535224,Pass
D05_M8_mes_34_nv,CDH17,999,Fail
D05_M8_mes_34_nv,EPAS1,19.42014673,Pass
D05_M8_mes_34_nv,HLX,999,Fail
D05_M8_mes_34_nv,IL13RA1,999,Fail
D05_M8_mes_34_nv,IL4,999,Fail
D05_M8_mes_34_nv,KLRG1,999,Fail
D05_M8_mes_34_nv,PPARG,999,Fail
D05_M8_mes_34_nv,IL1RL1,999,Fail
D05_M8_mes_34_nv,TXK,20.35132512,Pass
D05_M8_mes_34_nv,ASB2,999,Fail
D05_M8_mes_34_nv,CCR8,999,Fail
D05_M8_mes_34_nv,CD4,19.36294107,Pass
D05_M8_mes_34_nv,CTLA4,999,Fail
D05_M8_mes_34_nv,FGF18,999,Fail
D05_M8_mes_34_nv,HPRT1,999,Fail
D05_M8_mes_34_nv,IL17A,999,Fail
D05_M8_mes_34_nv,IL4R,34.16465406,Fail
D05_M8_mes_34_nv,MSC,999,Fail
D05_M8_mes_34_nv,PRDM1,999,Fail
D05_M8_mes_34_nv,SMAD7,17.66165441,Pass
D05_M8_mes_34_nv,UBC,16.94810663,Pass
D05_M8_mes_34_nv,ATF3,999,Fail
D05_M8_mes_34_nv,KIT,999,Fail
D05_M8_mes_34_nv,CD44,999,Fail
D05_M8_mes_34_nv,CXCR3,999,Fail
D05_M8_mes_34_nv,FOXP1,18.52383564,Pass
D05_M8_mes_34_nv,ICOS,20.00555846,Pass
D05_M8_mes_34_nv,IL2,999,Fail
D05_M8_mes_34_nv,IL5,999,Fail
D05_M8_mes_34_nv,MYB,999,Fail
D05_M8_mes_34_nv,PTGIR,999,Fail
D05_M8_mes_34_nv,TBX21,999,Fail
D05_M8_mes_34_nv,VDR,17.97523487,Pass
D05_M8_mes_34_nv,IFNG,999,Fail
D05_M8_mes_34_nv,FOXP3,999,Fail
D05_M8_mes_34_nv,CXCR5,999,Fail
D05_M8_mes_34_nv,PTPRC,15.98227008,Pass
D05_M8_mes_34_nv,ITGAM,999,Fail
D05_M8_mes_34_nv,ATP5A1,17.99475177,Pass
D05_M8_mes_34_nv,VIPR1,999,Fail
D05_M8_mes_34_nv,TCF7,17.79088103,Fail
D05_M8_mes_34_nv,PTH,999,Fail
D05_M8_mes_34_nv,MYCN,999,Fail
D05_M8_mes_34_nv,IL6,999,Fail
D05_M8_mes_34_nv,IL21,999,Fail
D05_M8_mes_34_nv,IFNGR1,999,Fail
D05_M8_mes_34_nv,FSHB,999,Fail
D05_M8_mes_34_nv,CXCR6,999,Fail
D05_M8_mes_34_nv,NCAM1,999,Fail
D05_M8_mes_34_nv,SELL,16.87750872,Pass
D05_M8_mes_34_nv,ITGAX,999,Fail
D05_M8_mes_34_nv,ZBTB16,999,Fail
D05_M8_mes_34_nv,TCFEC,999,Fail
D05_M8_mes_34_nv,RORA,999,Fail
D05_M8_mes_34_nv,NCF1,999,Fail
D05_M8_mes_34_nv,IL7R,16.29393718,Pass
D05_M8_mes_34_nv,IL23R,999,Fail
D05_M8_mes_34_nv,IL10,999,Fail
D05_M8_mes_34_nv,CD69,999,Fail
D05_M8_mes_34_nv,GATA2,999,Fail
D05_M8_mes_34_nv,CYP11A1,999,Fail
D05_M8_mes_34_nv,BATF,19.93781828,Pass
D05_M8_mes_34_nv,BCL2L11,19.22687364,Pass
D05_M8_mes_34_nv,ZC3H12C,999,Fail
D05_M8_mes_34_nv,TG,999,Fail
D05_M8_mes_34_nv,RORC,999,Fail
D05_M8_mes_34_nv,PHF1,999,Fail
D05_M8_mes_34_nv,IL9,999,Fail
D05_M8_mes_34_nv,IL25R,999,Fail
D05_M8_mes_34_nv,GATA3,17.39733013,Pass
D05_M8_mes_34_nv,IL27RA,999,Fail
D05_M8_mes_34_nv,E2F8,999,Fail
D05_M8_mes_34_nv,CD19,999,Fail
D05_M8_mes_34_nv,IL2RA,999,Fail
D05_M8_mes_34_nv,BCL2,999,Fail
D05_M8_mes_34_nv,ZFP36,16.85679575,Pass
D05_M8_mes_34_nv,TGFB1,16.71074378,Pass
D05_M8_mes_34_nv,RUNX3,999,Fail
D05_M8_mes_34_nv,POLR2A,999,Fail
D05_M8_mes_34_nv,IRF8,999,Fail
D05_M8_mes_34_nv,IL12RB2,999,Fail
D05_M8_g_29_nu,ACTN1,999,Fail
D05_M8_g_29_nu,CCR2,999,Fail
D05_M8_g_29_nu,CD33,999,Fail
D05_M8_g_29_nu,CD8A,999,Fail
D05_M8_g_29_nu,EIF2B1,999,Fail
D05_M8_g_29_nu,HBB_B2,999,Fail
D05_M8_g_29_nu,IL13,999,Fail
D05_M8_g_29_nu,IL1RL1_R,999,Fail
D05_M8_g_29_nu,JHM1D,999,Fail
D05_M8_g_29_nu,POU6F1,999,Fail
D05_M8_g_29_nu,SCML4,999,Fail
D05_M8_g_29_nu,TRIB2,999,Fail
D05_M8_g_29_nu,AHR,999,Fail
D05_M8_g_29_nu,CCR5,999,Fail
D05_M8_g_29_nu,CD3E,999,Fail
D05_M8_g_29_nu,CDH17,999,Fail
D05_M8_g_29_nu,EPAS1,999,Fail
D05_M8_g_29_nu,HLX,999,Fail
D05_M8_g_29_nu,IL13RA1,999,Fail
D05_M8_g_29_nu,IL4,999,Fail
D05_M8_g_29_nu,KLRG1,999,Fail
D05_M8_g_29_nu,PPARG,999,Fail
D05_M8_g_29_nu,IL1RL1,999,Fail
D05_M8_g_29_nu,TXK,999,Fail
D05_M8_g_29_nu,ASB2,999,Fail
D05_M8_g_29_nu,CCR8,999,Fail
D05_M8_g_29_nu,CD4,999,Fail
D05_M8_g_29_nu,CTLA4,999,Fail
D05_M8_g_29_nu,FGF18,999,Fail
D05_M8_g_29_nu,HPRT1,999,Fail
D05_M8_g_29_nu,IL17A,999,Fail
D05_M8_g_29_nu,IL4R,999,Fail
D05_M8_g_29_nu,MSC,999,Fail
D05_M8_g_29_nu,PRDM1,999,Fail
D05_M8_g_29_nu,SMAD7,999,Fail
D05_M8_g_29_nu,UBC,999,Fail
D05_M8_g_29_nu,ATF3,999,Fail
D05_M8_g_29_nu,KIT,999,Fail
D05_M8_g_29_nu,CD44,999,Fail
D05_M8_g_29_nu,CXCR3,999,Fail
D05_M8_g_29_nu,FOXP1,999,Fail
D05_M8_g_29_nu,ICOS,999,Fail
D05_M8_g_29_nu,IL2,999,Fail
D05_M8_g_29_nu,IL5,999,Fail
D05_M8_g_29_nu,MYB,999,Fail
D05_M8_g_29_nu,PTGIR,999,Fail
D05_M8_g_29_nu,TBX21,999,Fail
D05_M8_g_29_nu,VDR,999,Fail
D05_M8_g_29_nu,IFNG,999,Fail
D05_M8_g_29_nu,FOXP3,999,Fail
D05_M8_g_29_nu,CXCR5,999,Fail
D05_M8_g_29_nu,PTPRC,999,Fail
D05_M8_g_29_nu,ITGAM,999,Fail
D05_M8_g_29_nu,ATP5A1,999,Fail
D05_M8_g_29_nu,VIPR1,999,Fail
D05_M8_g_29_nu,TCF7,999,Fail
D05_M8_g_29_nu,PTH,999,Fail
D05_M8_g_29_nu,MYCN,999,Fail
D05_M8_g_29_nu,IL6,999,Fail
D05_M8_g_29_nu,IL21,999,Fail
D05_M8_g_29_nu,IFNGR1,999,Fail
D05_M8_g_29_nu,FSHB,999,Fail
D05_M8_g_29_nu,CXCR6,999,Fail
D05_M8_g_29_nu,NCAM1,999,Fail
D05_M8_g_29_nu,SELL,999,Fail
D05_M8_g_29_nu,ITGAX,999,Fail
D05_M8_g_29_nu,ZBTB16,999,Fail
D05_M8_g_29_nu,TCFEC,999,Fail
D05_M8_g_29_nu,RORA,999,Fail
D05_M8_g_29_nu,NCF1,999,Fail
D05_M8_g_29_nu,IL7R,999,Fail
D05_M8_g_29_nu,IL23R,999,Fail
D05_M8_g_29_nu,IL10,999,Fail
D05_M8_g_29_nu,CD69,999,Fail
D05_M8_g_29_nu,GATA2,16.20032571,Pass
D05_M8_g_29_nu,CYP11A1,999,Fail
D05_M8_g_29_nu,BATF,999,Fail
D05_M8_g_29_nu,BCL2L11,999,Fail
D05_M8_g_29_nu,ZC3H12C,999,Fail
D05_M8_g_29_nu,TG,999,Fail
D05_M8_g_29_nu,RORC,999,Fail
D05_M8_g_29_nu,PHF1,999,Fail
D05_M8_g_29_nu,IL9,999,Fail
D05_M8_g_29_nu,IL25R,999,Fail
D05_M8_g_29_nu,GATA3,999,Fail
D05_M8_g_29_nu,IL27RA,999,Fail
D05_M8_g_29_nu,E2F8,999,Fail
D05_M8_g_29_nu,CD19,999,Fail
D05_M8_g_29_nu,IL2RA,999,Fail
D05_M8_g_29_nu,BCL2,999,Fail
D05_M8_g_29_nu,ZFP36,999,Fail
D05_M8_g_29_nu,TGFB1,999,Fail
D05_M8_g_29_nu,RUNX3,999,Fail
D05_M8_g_29_nu,POLR2A,999,Fail
D05_M8_g_29_nu,IRF8,999,Fail
D05_M8_g_29_nu,IL12RB2,999,Fail
D05_M8_mes_26_nu,ACTN1,999,Fail
D05_M8_mes_26_nu,CCR2,999,Fail
D05_M8_mes_26_nu,CD33,999,Fail
D05_M8_mes_26_nu,CD8A,999,Fail
D05_M8_mes_26_nu,EIF2B1,999,Fail
D05_M8_mes_26_nu,HBB_B2,999,Fail
D05_M8_mes_26_nu,IL13,999,Fail
D05_M8_mes_26_nu,IL1RL1_R,999,Fail
D05_M8_mes_26_nu,JHM1D,999,Fail
D05_M8_mes_26_nu,POU6F1,999,Fail
D05_M8_mes_26_nu,SCML4,999,Fail
D05_M8_mes_26_nu,TRIB2,999,Fail
D05_M8_mes_26_nu,AHR,999,Fail
D05_M8_mes_26_nu,CCR5,999,Fail
D05_M8_mes_26_nu,CD3E,999,Fail
D05_M8_mes_26_nu,CDH17,999,Fail
D05_M8_mes_26_nu,EPAS1,999,Fail
D05_M8_mes_26_nu,HLX,999,Fail
D05_M8_mes_26_nu,IL13RA1,999,Fail
D05_M8_mes_26_nu,IL4,999,Fail
D05_M8_mes_26_nu,KLRG1,999,Fail
D05_M8_mes_26_nu,PPARG,999,Fail
D05_M8_mes_26_nu,IL1RL1,999,Fail
D05_M8_mes_26_nu,TXK,999,Fail
D05_M8_mes_26_nu,ASB2,999,Fail
D05_M8_mes_26_nu,CCR8,999,Fail
D05_M8_mes_26_nu,CD4,999,Fail
D05_M8_mes_26_nu,CTLA4,999,Fail
D05_M8_mes_26_nu,FGF18,999,Fail
D05_M8_mes_26_nu,HPRT1,999,Fail
D05_M8_mes_26_nu,IL17A,999,Fail
D05_M8_mes_26_nu,IL4R,999,Fail
D05_M8_mes_26_nu,MSC,999,Fail
D05_M8_mes_26_nu,PRDM1,999,Fail
